X4EVERDROP,X1MTHEFF,X1SCIEFF,X1TXMTSCOR,S1M8GRADE,S1S8GRADE,X1PAREDU,X1PAREDEXPCT,X1SCHOOLBEL,X1SCHOOLCLI,X1POVERTY,X1CONTROL,S1EDUEXPECT,S1SUREHSGRAD,X1FAMINCOME,X2SEX,S1FYAA,S1FYBA,S1FYLICENSE,S1FYAPPR,S1FYMILITARY,S1FYJOB,S1FYFAMILY,S1FYTRAVEL,S1FYVOLUN,S1FYNOTSURE,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,X1PAR_SURVEY_MISSING,X1_DUAL_PARENT,MATH_NO_CLASS,SCI_NO_CLASS,X1RACE_1,X1RACE_2,X1RACE_3,X1RACE_4,X1RACE_5,X1RACE_6,X1RACE_7,X1RACE_8,X1LOCALE_1,X1LOCALE_2,X1LOCALE_3,X1LOCALE_4,X1REGION_1,X1REGION_2,X1REGION_3,X1REGION_4
0.0,1.34,1.53,72.5638,1,1,5,10,0.7,-0.11,0,1.0,8,1,6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1.0,1.62,0.25,46.5042,1,1,2,8,0.55,-0.3590853994490358,1,1.0,8,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,-0.85,0.69,43.2218,5,3,4,0,-0.19,-0.3590853994490358,0,1.0,8,1,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.49,1.53,70.4418,1,1,7,10,-0.67,0.76,0,1.0,10,1,6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,-0.17,1.53,53.821,2,1,4,8,1.59,0.1,0,1.0,6,1,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.1,0.06604246807201108,49.8559,1,1,2,6,1.59,-0.23,1,1.0,4,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.0,-0.56,-0.05,42.2572,2,3,2,0,-0.04,-0.3590853994490358,1,1.0,10,1,1,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.1,0.06604246807201108,65.2413,2,1,1,10,-0.04,-2.03,1,1.0,6,1,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,2,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0.0,-0.56,-1.63,44.2511,2,3,4,4,0.73,0.34,0,2.0,10,2,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,-2.11,-0.91,47.8116,5,5,2,8,-0.73,-0.22,0,1.0,6,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.38,0.25,51.8155,2,2,4,2,0.1,-2.33,0,1.0,8,1,12,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,-0.17,-0.48,54.2565,1,1,4,6,-0.39,0.74,0,1.0,8,1,7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,1.62,-0.16,40.0891,2,2,2,4,-1.2,-0.54,0,1.0,4,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.1,0.06604246807201108,45.5868,5,1,2,4,0.85,-2.06,0,1.0,6,1,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,2,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.1,-0.05,52.6042,1,2,2,4,-2.3,-0.64,0,1.0,11,1,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.0,0.1,0.25,59.6118,1,1,7,10,-0.54,0.91,0,2.0,6,1,11,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.0,-0.17,-1.74,51.1691,2,2,5,8,-0.24,-0.3590853994490358,0,1.0,6,1,6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,1.62,1.83,66.6205,1,1,4,10,1.59,-0.3590853994490358,0,1.0,10,1,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,3,3,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,0.1,0.06604246807201108,42.6136,4,4,3,2,-0.89,-0.16,0,1.0,2,1,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0.0,-2.92,-0.44,45.2717,2,2,2,2,-0.12,-0.3590853994490358,0,1.0,3,2,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.0,1.62,0.29,60.5299,1,1,4,6,0.21,1.38,0,2.0,6,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0,1.34,0.68,54.2995,2,1,3,10,1.59,0.7,0,2.0,10,1,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.0,0.24,-1.32,52.1077,1,1,4,0,0.7,-0.3590853994490358,0,1.0,11,1,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,3,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,0.1,-0.16,44.0711,3,4,2,6,-0.04,-0.11,0,1.0,6,2,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.0,-1.14,-0.89,46.7019,2,2,4,8,-0.04,-0.3590853994490358,0,1.0,10,1,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0.0,0.1,0.06604246807201108,49.6885,2,3,2,0,-0.14,-0.76,0,1.0,2,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,0.95,0.67,42.5354,1,1,3,6,-0.04,-0.78,0,1.0,10,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0.0,-0.97,0.06604246807201108,63.9162,2,2,5,10,0.77,0.14,0,1.0,8,1,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,4,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,-1.41,0.25,45.6612,2,1,7,10,1.59,-0.1,0,1.0,8,1,9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1.0,-1.41,0.06604246807201108,31.6292,2,2,2,3,0.78,-0.3590853994490358,0,1.0,6,1,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,4,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,-0.56,-0.48,45.8161,3,3,3,4,1.23,-1.2,0,1.0,11,1,2,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,1.62,1.83,66.4967,1,1,4,10,-0.04,-1.04,0,1.0,11,1,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0.0,-1.65,0.06604246807201108,47.888,3,2,3,0,-0.62,0.56,0,1.0,10,1,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2,4,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.0,0.1,0.25,51.1621,1,2,4,6,0.21,0.77,0,2.0,8,1,4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.0,0.1,0.25,47.2671,1,1,3,0,1.0,-0.3590853994490358,0,2.0,10,1,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0,0.1,1.83,55.7607,2,1,4,8,0.59,-0.65,0,1.0,8,1,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,-0.58,-0.05,38.216,2,2,3,4,0.45,-0.46,0,1.0,2,1,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0,0.94,-0.05,52.6173,1,3,3,6,0.53,-0.83,0,1.0,11,1,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.0,1.62,0.38,47.0713,5,5,4,2,1.59,-0.3590853994490358,0,1.0,11,2,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0.0,-0.17,0.25,60.284,1,2,4,0,-0.39,-0.3590853994490358,0,1.0,6,1,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.0,-0.58,-0.46,47.0947,1,2,3,6,-0.14,0.39,0,1.0,6,1,3,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0.95,0.25,61.3613,1,1,4,6,-0.04,1.25,0,2.0,11,1,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,-0.17,-0.36,43.3425,2,1,4,6,0.67,0.39,0,2.0,6,1,12,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.0,0.1,0.25,50.1606,1,1,4,0,-0.37,0.8,0,2.0,10,1,7,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2,4,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0,-1.02,0.68,52.6449,2,1,4,9,-0.39,-0.09,0,2.0,10,1,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0.0,0.1,0.25,52.8764,1,1,2,6,-0.04,-2.9,0,1.0,6,1,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.1,0.06604246807201108,70.7397,1,1,4,6,-0.39,0.14,0,1.0,6,1,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,2,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.68,-0.05,56.3779,2,1,4,6,-0.12,-0.13,0,1.0,8,1,7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1.0,-1.02,-0.05,32.9786,2,3,3,0,0.61,-1.73,0,1.0,11,1,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.0,1.34,0.25,53.7266,5,3,3,0,-2.56,0.1,0,1.0,4,2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,0.1,1.09,45.1303,3,2,3,0,0.77,-0.56,0,1.0,2,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.0,0.1,0.25,48.9293,3,2,3,10,-1.89,1.49,0,2.0,10,1,5,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,4,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.1,0.25,55.2498,2,1,2,8,-0.39,-0.53,0,1.0,10,1,3,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0.0,0.07527073240239386,0.28,47.8557,2,1,3,10,-0.29,-1.02,0,1.0,7,1,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.0,-0.17,-0.05,46.367,2,2,4,8,-0.06,1.37,0,2.0,8,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,-0.75,-1.33,58.2786,2,2,4,0,0.98,-0.3590853994490358,0,1.0,6,1,13,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0.0,0.07527073240239386,1.12,50.4144,1,1,2,10,0.78,1.34,0,1.0,10,1,3,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,1.62,0.06604246807201108,66.3983,1,1,4,0,0.21,-1.0,0,1.0,8,1,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.1,-0.05,45.3871,2,1,7,8,-0.95,1.31,0,2.0,10,1,11,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.0,-0.17,-0.05,31.3904,3,3,3,0,-0.12,-2.88,1,1.0,8,1,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.24,1.1,40.8241,2,1,2,10,0.21,0.72,1,2.0,10,1,1,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0.0,1.62,1.83,49.245,1,1,4,10,0.73,1.0,0,2.0,10,1,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.0,0.1,0.25,56.7435,1,2,5,0,0.85,-0.3590853994490358,0,1.0,10,1,6,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,4,4,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0.0,-0.58,0.25,61.8559,1,1,2,6,-0.04,0.02,0,1.0,8,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.0,0.1,-1.33,36.3833,2,2,4,6,0.45,-0.3590853994490358,0,2.0,6,1,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.0,0.1,0.06604246807201108,48.6405,3,3,5,6,0.41,-0.3590853994490358,0,1.0,6,1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,-0.56,-1.33,49.6082,2,2,3,4,-0.39,0.48,0,1.0,10,1,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.0,-0.17,-0.05,49.3841,3,3,2,3,-0.39,0.17,0,1.0,11,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,0.06604246807201108,36.6254,3,2,2,2,-0.04,-1.89,0,1.0,2,3,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,2,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.0,0.94,1.42,44.3723,2,2,3,6,0.85,0.24,0,1.0,6,1,3,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1.0,0.07527073240239386,0.06604246807201108,48.9394,1,1,2,0,-0.37,-2.38,0,1.0,11,1,4,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.07527073240239386,0.06604246807201108,43.39,2,3,3,8,-1.63,-0.8,0,1.0,6,1,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4,4,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.1,-1.15,56.4251,2,1,2,0,-0.93,0.08,0,1.0,11,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,0.25,58.5248,1,1,5,10,1.34,-0.77,0,1.0,10,1,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.0,1.34,0.25,58.6458,2,2,2,0,0.78,-2.17,1,1.0,10,1,3,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,2,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1.0,0.07527073240239386,0.06604246807201108,25.5614,3,4,1,2,-2.12,-0.34,1,1.0,2,2,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,3,3,3,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0.0,-0.29,0.06604246807201108,54.9058,2,2,4,10,1.34,0.64,0,2.0,6,1,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,-0.12,0.25,46.2872,2,1,3,0,-0.27,0.72,0,2.0,11,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1.0,-0.17,-0.91,53.3654,2,2,3,0,-1.88,-0.35,0,1.0,11,2,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.0,-0.58,-0.48,51.8394,2,3,4,10,-1.53,-0.15,1,1.0,10,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.0,-0.3,0.06604246807201108,58.0277,1,1,2,6,-1.19,-0.76,0,1.0,2,1,7,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,4,4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,0.51,0.06604246807201108,63.1161,1,1,4,6,-0.04,0.64,0,2.0,11,1,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0.94,-0.46,59.3461,2,1,7,8,1.0,0.25,0,2.0,10,1,13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,0.9,0.68,58.4752,1,1,4,6,1.34,-0.3590853994490358,0,2.0,8,1,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.0,0.1,0.25,49.1974,1,2,3,6,-0.39,-0.68,0,1.0,6,1,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.0,-0.85,-0.05,49.9647,5,1,3,0,0.98,-2.12,0,1.0,6,2,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1.0,0.07527073240239386,0.06604246807201108,30.1361,3,1,1,3,0.9,-1.17,0,1.0,10,1,2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4,4,1,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.0,0.1,-1.33,50.9767,2,2,2,0,-0.14,-0.3590853994490358,0,1.0,8,1,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,0.06604246807201108,70.4873,1,2,7,8,-0.04,0.02,0,1.0,11,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,3,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,0.07527073240239386,0.06604246807201108,36.0299,1,2,2,2,0.21,-0.92,0,1.0,2,1,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,3,3,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.0,-0.61,-1.63,48.4929,1,2,2,2,-1.53,-0.15,0,1.0,2,1,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0.0,0.07527073240239386,0.06604246807201108,40.4194,4,3,2,2,-0.04,0.08,0,1.0,11,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.07527073240239386,0.06604246807201108,71.1729,1,1,5,8,1.34,1.15,0,2.0,8,1,5,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4,4,3,4,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.0,0.1,-2.06,51.1997,1,2,2,0,-0.59,-0.3590853994490358,1,1.0,3,1,3,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0.0,0.51,-0.05,53.8258,1,2,3,6,1.59,0.56,0,1.0,6,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
