X1TXMTSCOR,X1MTHEFF,X1SCIEFF,X1SCHOOLBEL,X1SCHOOLCLI,S1M8GRADE,S1S8GRADE,X1PAREDU,X1PAREDEXPCT,S1EDUEXPECT,S1SUREHSGRAD,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,X1PAR_SURVEY_MISSING,X1_DUAL_PARENT,X1POVERTY,MATH_NO_CLASS,SCI_NO_CLASS,S1FYFAMILY,S1FYMILITARY,X1CONTROL,X4EVERDROP
47.4835,0.1,0.25,1.59,-0.26,1,3,2,5,8,1,3,3,4,3,0,0,0,0,0,0.0,0.0,1.0,0.0
47.8952,-0.85,-0.05,-0.04,-0.3590853994490358,1,2,4,8,2,1,4,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
77.8639,1.62,0.25,1.34,-0.13,1,1,4,6,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
57.2567,-0.56,0.06604246807201108,0.52,-0.3590853994490358,2,1,4,10,8,1,1,3,3,3,0,1,0,0,1,0.0,0.0,1.0,0.0
46.4749,0.51,-0.59,-1.83,-0.3590853994490358,3,2,2,2,4,3,2,3,3,3,0,1,0,0,0,0.0,1.0,1.0,0.0
42.9256,-1.41,-1.33,0.78,-1.28,2,3,5,8,8,2,3,2,2,4,0,0,0,0,0,0.0,0.0,2.0,0.0
67.5074,0.1,-0.05,-1.28,-0.3590853994490358,1,1,4,8,10,1,3,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
27.5536,-2.92,0.25,0.84,0.44,1,3,2,4,2,1,4,2,3,2,1,1,0,0,0,0.0,1.0,1.0,0.0
44.0627,0.07527073240239386,1.83,-0.96,-0.16,2,1,2,6,4,1,2,4,1,2,1,1,0,1,0,0.0,0.0,1.0,0.0
50.5301,0.1,0.25,-0.04,-0.78,1,1,5,10,8,1,2,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
36.2233,-1.24,-0.88,0.39,0.5,5,3,2,8,5,1,2,4,2,2,0,0,0,0,0,0.0,1.0,2.0,0.0
42.9859,-0.17,-0.05,-0.37,-0.3590853994490358,2,2,4,10,2,1,3,3,3,3,0,1,1,0,0,0.0,0.0,1.0,0.0
47.8846,0.07527073240239386,0.06604246807201108,-0.04,-0.3590853994490358,2,2,2,8,10,2,3,3,2,3,1,1,1,1,1,0.0,0.0,1.0,0.0
66.798,0.1,0.06604246807201108,-0.39,-0.3590853994490358,1,2,4,6,8,1,3,2,3,3,0,1,0,0,1,0.0,0.0,2.0,0.0
30.5868,0.07527073240239386,0.06604246807201108,0.16,1.21,3,2,2,5,3,3,2,2,1,3,1,1,1,1,1,0.0,0.0,2.0,0.0
50.3499,-0.17,-0.46,-0.47,-1.77,2,2,3,7,7,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
71.0604,1.62,1.83,0.52,-0.33,1,1,5,8,8,1,4,3,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
48.1835,0.1,1.0,-0.39,0.8,2,1,7,6,10,1,3,4,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
27.223,0.07527073240239386,0.06604246807201108,-2.57,-1.91,1,1,2,6,10,2,3,3,2,2,1,1,1,1,1,0.0,1.0,1.0,1.0
45.5331,0.94,0.25,0.1,-1.55,1,1,2,4,2,1,1,3,3,3,0,1,0,0,0,0.0,1.0,1.0,0.0
50.7923,0.07527073240239386,0.06604246807201108,0.98,-0.3590853994490358,1,2,5,6,9,1,4,3,3,4,0,1,0,1,1,0.0,0.0,2.0,0.0
36.2337,0.1,0.25,0.84,0.45,2,3,2,6,6,1,4,4,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
47.8633,-0.58,0.25,1.04,-0.3,2,1,2,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,1.0
40.2494,-0.17,-0.9,-0.39,-0.3590853994490358,2,3,5,8,6,1,3,3,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
45.0099,-2.09,-1.33,-0.73,-0.3590853994490358,2,3,4,6,8,1,3,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
54.5707,-2.26,-1.33,-1.33,0.53,1,2,3,4,2,1,2,3,2,2,1,1,0,0,0,0.0,1.0,1.0,0.0
63.4375,0.0752707324023938,0.25,1.34,0.02,2,2,7,8,9,1,4,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
43.7688,0.07527073240239386,0.06604246807201108,1.04,0.32,2,2,3,6,8,1,4,4,4,4,1,1,0,1,1,0.0,0.0,1.0,0.0
64.9834,0.94,1.53,1.59,-0.3590853994490358,1,1,4,8,8,1,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,0.0
37.0688,0.1,0.25,1.59,-0.99,5,2,3,5,8,1,4,4,3,4,1,1,0,0,0,0.0,0.0,1.0,0.0
44.7713,-1.0,-1.02,-0.39,-2.4,1,1,2,3,2,2,3,3,3,2,1,1,0,0,0,0.0,1.0,1.0,1.0
67.5477,1.62,0.06604246807201108,-3.09,-0.41,1,1,4,6,8,2,3,3,2,1,0,0,1,0,1,1.0,0.0,1.0,0.0
50.1415,0.1,0.25,1.1,-0.3590853994490358,1,1,2,8,8,1,1,4,4,4,0,1,0,0,0,0.0,1.0,1.0,0.0
43.0773,0.1,-0.48,-0.04,-1.02,2,2,4,6,8,1,3,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
53.4748,-0.56,1.53,-0.04,-0.3590853994490358,1,1,4,10,10,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
51.494,-0.3,-0.16,-0.04,-0.59,1,2,3,7,7,1,3,3,3,3,1,1,1,0,0,0.0,0.0,1.0,0.0
45.156,0.1,1.83,0.55,-0.3590853994490358,3,1,5,10,8,1,4,4,3,1,0,0,0,0,0,0.0,0.0,1.0,0.0
40.9796,-0.69,0.26,0.4,-0.99,4,4,2,3,2,1,2,3,2,1,0,1,1,0,0,0.0,0.0,1.0,0.0
53.929,1.62,-1.33,-0.98,-0.57,1,2,2,2,2,1,2,3,3,2,0,0,1,0,0,0.0,0.0,1.0,0.0
63.6786,0.1,0.06604246807201108,-0.04,-0.3590853994490358,1,1,3,6,8,3,3,3,3,3,0,1,0,0,1,0.0,0.0,1.0,0.0
48.4685,0.1,-1.33,-1.17,-0.3590853994490358,2,3,3,5,2,1,3,3,1,3,1,1,0,0,0,0.0,0.0,1.0,1.0
30.7271,0.49,-0.05,1.34,-0.3590853994490358,2,1,2,4,10,1,3,4,4,3,0,0,0,0,0,0.0,0.0,1.0,0.0
48.052,-0.17,0.25,-0.04,0.02,3,2,2,6,4,1,4,3,2,4,0,0,0,0,0,0.0,0.0,1.0,0.0
52.3242,1.62,0.25,0.85,-0.3590853994490358,1,1,3,8,6,1,3,3,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
44.0756,-0.3,0.06604246807201108,-0.04,-0.28,1,1,3,6,7,1,4,4,3,4,1,1,0,0,1,0.0,0.0,1.0,0.0
60.05,-1.68,-0.05,1.0,0.53,2,1,4,6,7,1,4,4,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
39.5631,0.38,0.06604246807201108,-2.05,-0.4,5,4,2,6,8,1,3,1,4,4,0,1,1,0,1,1.0,0.0,1.0,1.0
38.5792,-1.41,-0.05,0.98,-1.22,6,6,4,5,2,1,3,3,3,3,0,0,1,0,0,0.0,1.0,1.0,0.0
40.9559,0.1,-0.9,0.19,-1.2,2,2,3,6,6,1,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,1.0
38.6951,-1.82,-0.05,-0.67,-1.27,3,4,2,4,4,1,2,3,2,3,1,1,0,0,0,0.0,0.0,1.0,0.0
63.6749,0.1,0.25,-0.04,-0.59,1,1,4,8,6,1,4,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
66.3228,1.34,0.06604246807201108,1.34,0.47,1,1,2,8,8,1,3,3,3,3,0,1,0,0,1,0.0,0.0,1.0,0.0
55.4344,-0.17,-0.05,-0.04,-1.5,2,1,4,8,7,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
56.7829,0.1,-0.91,0.21,0.27,1,1,2,8,6,1,4,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
43.3642,-0.3,0.06604246807201108,-0.88,0.7,1,2,7,8,8,1,3,3,3,3,0,1,0,0,1,0.0,0.0,1.0,0.0
45.7007,-0.17,0.25,1.34,0.17,1,1,1,6,6,1,2,4,4,3,0,1,0,0,0,0.0,1.0,1.0,0.0
50.1448,0.07527073240239386,0.06604246807201108,0.18,0.32,3,1,2,4,6,1,3,4,1,4,0,1,0,1,1,0.0,0.0,1.0,0.0
63.7038,1.62,0.25,0.45,-0.69,1,1,2,10,10,1,4,4,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
78.4595,0.07527073240239386,1.83,1.59,1.23,1,1,4,10,10,1,4,4,4,4,0,1,0,1,0,0.0,0.0,2.0,0.0
59.8304,-0.17,-1.2,0.41,-0.71,2,2,4,7,8,1,4,4,3,4,1,1,0,0,0,0.0,0.0,1.0,0.0
54.3755,0.14,-0.46,-0.12,0.18,1,3,5,6,7,1,2,3,2,1,0,1,0,0,0,1.0,0.0,1.0,1.0
56.7818,0.1,0.25,-0.04,-1.66,2,2,3,4,4,1,3,3,3,2,0,1,0,0,0,0.0,0.0,1.0,0.0
58.0185,-0.61,0.25,-0.39,0.66,2,2,4,8,8,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
49.9165,-0.17,0.38,-0.04,-2.53,1,1,4,8,6,1,1,2,2,3,0,0,0,0,0,0.0,0.0,1.0,0.0
67.5172,-0.3,0.06604246807201108,0.98,-0.73,1,1,4,8,8,1,4,4,4,4,0,1,0,0,1,0.0,0.0,1.0,0.0
68.2951,1.62,1.83,1.59,-0.3590853994490358,1,2,3,10,10,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
50.1358,-0.58,-0.46,-0.04,-0.31,2,1,3,6,8,1,4,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
45.7161,-0.69,0.25,0.3,-0.05,2,1,4,8,8,1,4,3,3,4,1,1,0,0,0,0.0,0.0,1.0,0.0
51.8007,0.1,0.25,0.1,1.61,2,1,4,8,8,1,2,4,2,4,0,1,0,0,0,0.0,0.0,2.0,0.0
59.2328,0.78,1.53,0.45,0.89,1,1,7,10,8,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
33.8274,-0.17,-0.91,-0.39,-0.3590853994490358,2,2,3,7,6,1,3,3,3,3,1,1,0,0,0,0.0,0.0,1.0,1.0
58.6252,1.62,0.97,0.78,-0.39,2,2,4,7,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
44.2426,0.0752707324023938,0.066042468072011,-0.04,0.02,1,1,2,10,7,1,1,4,4,3,0,0,0,0,0,0.0,0.0,1.0,0.0
52.9845,-1.68,-0.48,-0.39,0.07,2,2,3,4,2,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
57.8281,-2.51,-0.05,-1.39,0.66,1,1,5,10,10,1,3,4,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
50.9898,0.1,0.25,-0.39,-2.4,2,2,1,8,2,2,3,3,3,2,0,1,1,0,0,0.0,0.0,1.0,1.0
65.8881,0.77,0.68,-0.39,-0.3590853994490358,1,1,5,8,8,1,3,4,4,3,0,1,0,0,0,1.0,0.0,1.0,0.0
39.0985,0.94,1.83,1.59,-0.3590853994490358,1,1,2,7,6,1,2,3,4,4,0,1,1,0,0,0.0,0.0,1.0,0.0
60.0681,0.0752707324023938,-2.91,-0.05,-0.3590853994490358,1,3,2,6,8,1,1,4,4,3,1,1,0,0,0,0.0,0.0,1.0,0.0
42.6015,-0.17,-0.46,0.45,-0.1,3,4,3,8,3,2,3,3,2,3,0,0,0,0,0,0.0,0.0,1.0,0.0
77.0671,1.21,1.12,1.59,-0.3590853994490358,1,1,7,10,10,1,4,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
57.282,0.1,0.25,0.7,-0.3590853994490358,1,1,5,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
60.7685,0.1,1.83,0.19,0.18,3,3,4,6,2,1,4,3,2,4,0,1,0,0,0,0.0,0.0,1.0,0.0
66.2951,0.95,1.83,-0.1,1.74,1,1,4,7,6,1,4,4,4,4,1,1,0,0,0,0.0,0.0,2.0,0.0
68.9505,1.62,0.06604246807201108,0.78,-0.34,1,1,3,8,7,1,4,4,4,4,0,1,0,0,1,0.0,0.0,1.0,0.0
58.0002,0.07527073240239386,-1.33,-0.39,-0.3590853994490358,2,1,2,6,10,1,3,3,3,3,0,0,0,1,0,0.0,0.0,1.0,0.0
67.0983,1.62,0.69,0.78,1.44,1,1,4,6,8,2,1,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
50.4904,0.1,-0.05,-0.88,-0.3590853994490358,3,2,2,10,6,1,3,2,3,2,0,0,0,0,0,1.0,0.0,1.0,0.0
62.2262,1.34,1.12,-0.34,-0.38,1,1,5,6,6,1,4,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
40.9196,0.49,0.27,1.1,-0.67,1,1,2,6,10,2,3,4,1,2,0,1,0,0,0,0.0,0.0,1.0,0.0
52.5282,-1.0,-0.48,-1.33,-2.32,3,2,2,6,7,1,3,3,3,3,0,1,0,0,0,1.0,0.0,1.0,0.0
58.7234,0.1,0.25,0.49,-0.15,3,1,4,9,6,1,3,4,4,3,1,1,0,0,0,0.0,0.0,1.0,0.0
66.8527,0.95,1.41,1.59,1.25,1,1,4,10,10,1,4,4,4,3,0,1,0,0,0,0.0,0.0,2.0,0.0
57.6493,0.12,-0.48,1.0,-0.15,2,3,4,6,8,1,4,4,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
34.9037,-1.68,-0.05,1.04,-0.3590853994490358,2,3,3,6,2,2,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,1.0
59.117,-2.92,-0.48,0.21,-0.3590853994490358,1,1,1,10,6,1,4,3,2,4,0,0,0,0,0,0.0,0.0,1.0,0.0
49.8947,-0.17,0.06604246807201108,0.21,-0.37,3,2,1,2,2,1,2,4,3,4,0,0,1,0,1,0.0,0.0,1.0,0.0
45.5869,-0.17,0.06604246807201108,0.21,-1.19,2,2,3,6,10,1,4,4,4,4,1,1,0,0,1,0.0,0.0,1.0,0.0
51.4435,0.1,1.83,-0.26,-0.3590853994490358,2,3,2,6,3,2,1,3,3,3,1,1,1,0,0,0.0,1.0,1.0,1.0
48.3429,-0.58,-1.33,-0.06,-0.23,1,2,3,4,4,2,2,2,1,4,0,1,0,0,0,0.0,0.0,1.0,1.0
56.3494,0.1,0.68,0.65,-0.3590853994490358,2,1,5,10,8,1,2,3,4,3,0,1,0,0,0,0.0,0.0,2.0,0.0
64.8084,1.62,0.06604246807201108,1.59,-0.3590853994490358,1,1,7,10,10,1,4,4,4,4,0,1,0,0,1,0.0,0.0,2.0,0.0
50.1303,0.1,-0.48,-0.39,0.45,1,2,2,6,2,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
65.9713,1.34,0.68,1.26,0.56,1,1,3,8,6,1,4,4,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
41.7348,0.49,0.25,1.34,0.07,2,3,2,4,2,1,4,4,4,4,0,0,1,0,0,0.0,0.0,1.0,1.0
46.3327,-0.58,-1.63,-0.39,-2.28,3,2,3,4,4,1,3,3,3,2,0,1,0,0,0,0.0,0.0,1.0,1.0
32.6231,-0.17,1.22,-1.17,-0.75,4,2,7,6,8,1,3,3,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
46.091,0.1,-1.21,-0.37,1.21,2,2,2,2,10,1,4,3,2,4,0,0,0,0,0,0.0,0.0,2.0,0.0
36.8518,-1.41,-1.61,-0.73,-1.07,2,3,4,4,4,1,3,3,3,3,0,0,0,0,0,0.0,0.0,1.0,1.0
50.7516,-0.17,-0.05,0.21,1.16,2,1,2,10,4,1,4,3,3,3,0,1,0,0,0,1.0,0.0,2.0,0.0
72.4236,1.34,0.67,-0.92,-0.33,1,1,7,9,8,1,1,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
57.8832,0.95,0.25,-0.39,1.14,2,2,2,6,6,1,3,4,3,4,0,1,0,0,0,1.0,0.0,1.0,1.0
74.6884,-0.75,-0.05,-0.3,-0.83,1,1,4,10,10,1,2,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
54.1493,-1.02,-0.05,1.34,0.17,1,1,5,8,8,1,3,4,2,3,0,1,0,0,0,0.0,0.0,2.0,0.0
49.1814,0.07527073240239386,0.06604246807201108,-0.39,-0.3590853994490358,4,2,2,6,4,1,2,2,1,3,0,1,1,1,1,0.0,1.0,1.0,1.0
52.8851,1.21,1.83,1.59,-0.3590853994490358,2,1,5,10,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
69.2685,0.94,0.25,1.26,0.39,1,1,7,8,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,2.0,0.0
47.6068,0.07527073240239386,-0.05,-0.06,-0.16,1,1,4,6,6,1,1,3,3,3,0,1,0,1,0,0.0,0.0,1.0,0.0
49.8453,0.73,0.96,-3.69,-0.3590853994490358,2,5,3,4,2,1,3,4,1,2,1,1,0,0,0,0.0,1.0,1.0,1.0
40.8121,-2.92,-2.91,-0.14,-0.3590853994490358,3,3,3,5,3,2,1,4,4,3,1,1,0,0,0,0.0,0.0,1.0,0.0
50.4205,1.62,1.83,0.61,0.4,1,1,5,8,10,1,4,4,2,3,0,1,0,0,0,0.0,0.0,2.0,0.0
69.6074,1.62,0.99,1.26,-2.56,1,1,3,8,8,1,3,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
58.3732,0.07527073240239386,1.41,1.0,-0.38,1,1,3,10,8,1,4,3,4,4,0,1,0,1,0,0.0,0.0,1.0,0.0
62.5181,1.21,1.41,1.34,0.44,1,1,4,8,10,1,3,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
66.8721,0.22,0.06604246807201108,-0.95,-0.76,1,1,4,10,6,1,3,3,3,3,0,1,0,0,1,0.0,0.0,1.0,0.0
46.5542,1.62,0.25,1.59,-0.69,1,1,5,8,8,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
55.2405,1.62,1.83,1.59,-0.3590853994490358,4,1,2,9,10,1,4,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
47.9491,0.07527073240239386,-0.9,-0.39,-1.94,2,2,2,6,6,2,3,3,3,3,0,1,0,1,0,0.0,0.0,1.0,0.0
35.7516,0.07527073240239386,0.06604246807201108,-2.82,-0.3590853994490358,3,4,2,2,2,2,2,4,1,2,0,1,0,1,1,1.0,1.0,1.0,1.0
46.758,0.0752707324023938,0.06604246807201108,0.18,-1.43,2,2,1,2,3,1,1,2,2,3,0,0,1,0,1,0.0,0.0,1.0,1.0
39.1132,0.66,0.06604246807201108,0.21,-0.3590853994490358,3,1,3,8,6,2,1,3,3,4,1,1,1,0,1,0.0,0.0,1.0,1.0
61.3294,0.1,0.25,0.85,0.25,2,2,3,6,8,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
39.8194,-0.29,-0.48,0.77,-1.26,1,2,2,6,10,2,3,4,3,4,0,0,1,0,0,0.0,0.0,1.0,1.0
38.187,0.0752707324023938,-0.05,-1.07,-0.41,2,1,2,10,10,1,4,4,2,4,0,1,1,0,0,0.0,0.0,1.0,0.0
48.1913,-0.56,0.06604246807201108,-1.33,-1.38,2,3,2,6,7,1,2,3,3,4,0,1,0,0,1,0.0,0.0,1.0,1.0
47.3302,-1.41,-1.33,-0.64,-0.3590853994490358,2,2,2,4,6,2,2,2,2,3,0,0,0,0,0,0.0,0.0,1.0,1.0
48.3315,0.1,-0.05,-1.68,0.83,2,3,2,6,6,1,1,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
44.183,-0.17,-0.49,-0.04,-0.3590853994490358,2,2,5,4,6,1,1,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
63.4878,0.1,0.25,-0.37,-0.3590853994490358,1,1,7,10,10,1,4,3,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
62.9318,0.94,-1.33,0.75,0.8,2,2,5,6,6,1,3,3,4,4,0,1,0,0,0,0.0,1.0,2.0,0.0
59.0139,0.55,0.69,1.59,1.37,1,1,4,10,6,1,4,4,2,3,0,0,0,0,0,0.0,0.0,2.0,0.0
73.6276,0.07527073240239386,1.83,1.59,-0.3590853994490358,1,2,4,9,8,1,3,4,4,3,0,1,0,1,0,0.0,0.0,1.0,0.0
39.0588,-0.58,0.67,0.15,-0.3590853994490358,2,1,3,6,3,1,1,3,4,3,0,1,0,0,0,1.0,0.0,1.0,0.0
62.3429,1.62,1.09,1.26,1.3,1,1,5,10,10,1,3,3,3,4,0,1,0,0,0,0.0,0.0,2.0,0.0
50.4581,-0.56,-0.16,-1.28,-0.3590853994490358,1,3,2,7,2,1,3,3,2,3,1,1,0,0,0,0.0,1.0,1.0,1.0
41.6349,0.1,-0.89,-1.82,0.02,3,3,2,2,3,2,3,3,2,2,0,1,1,0,0,1.0,0.0,1.0,1.0
29.4072,0.07527073240239386,0.06604246807201108,0.21,0.26,3,2,2,6,8,1,3,3,3,4,1,1,0,1,1,0.0,0.0,1.0,0.0
33.4064,0.1,0.25,1.59,-0.3590853994490358,2,1,3,7,10,1,4,4,4,4,1,1,0,0,0,0.0,0.0,1.0,0.0
66.4453,-1.41,0.25,-0.17,0.17,3,2,2,7,6,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
47.2547,0.07527073240239386,0.06604246807201108,-0.29,-0.3590853994490358,5,3,2,5,3,2,2,3,2,3,1,1,0,1,1,0.0,0.0,1.0,1.0
51.9653,1.34,0.06604246807201108,-0.09,-0.28,2,2,3,6,2,2,3,3,2,1,1,1,0,0,1,0.0,1.0,1.0,1.0
61.0535,0.1,-1.33,-1.8,1.0,6,6,4,7,7,2,3,3,3,1,1,1,0,0,0,0.0,0.0,2.0,1.0
37.401,0.27,0.25,0.52,0.45,3,3,5,6,2,1,2,2,4,2,0,1,0,0,0,0.0,0.0,1.0,0.0
38.8452,-0.29,0.56,0.68,-0.3590853994490358,4,3,2,6,10,1,4,4,3,4,0,0,0,0,0,0.0,1.0,1.0,1.0
58.2395,-1.02,0.25,-0.39,1.16,2,1,4,10,6,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
52.5598,0.51,-0.48,0.45,1.67,1,2,4,8,8,1,3,3,4,3,0,1,0,0,0,0.0,0.0,2.0,0.0
45.4996,0.1,-0.71,0.12,-1.49,3,2,1,8,8,1,3,4,3,4,0,0,1,0,0,0.0,0.0,1.0,0.0
41.2914,-0.29,0.67,-0.83,-0.3590853994490358,2,3,3,6,6,2,2,4,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
53.0058,0.1,0.25,-0.39,-0.3590853994490358,1,1,4,10,7,1,2,3,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
54.7247,-1.85,0.066042468072011,0.11,-1.66,3,4,3,5,2,1,4,4,1,4,1,1,0,0,0,1.0,0.0,1.0,1.0
50.4674,-1.41,-0.05,-0.29,0.34,1,1,3,8,10,1,3,3,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
54.4334,0.55,0.67,-0.84,-1.05,1,1,4,8,10,1,3,3,3,3,1,1,0,0,0,0.0,0.0,1.0,0.0
51.3586,0.1,-0.46,-0.14,-1.5,2,3,4,6,9,2,4,1,4,3,0,1,0,0,0,0.0,0.0,1.0,0.0
50.4555,-0.97,-0.89,-0.04,-2.48,2,2,3,8,6,1,4,4,2,4,1,1,0,0,0,0.0,0.0,1.0,0.0
52.762,-0.71,-0.16,-2.02,-2.04,2,2,5,6,6,1,2,3,2,3,0,1,0,0,0,0.0,0.0,1.0,0.0
62.6046,0.1,-1.34,0.98,-0.3590853994490358,2,1,4,6,6,1,2,3,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
37.036,0.07527073240239386,0.06604246807201108,-0.83,-0.3590853994490358,1,1,4,10,8,1,4,4,4,3,0,1,1,1,1,0.0,0.0,1.0,0.0
72.71,1.21,1.83,0.37,-0.3590853994490358,1,1,7,6,8,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
52.9153,1.62,0.25,-0.04,0.56,2,1,3,10,6,1,4,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
63.1702,0.07527073240239386,0.57,0.85,-1.51,1,1,3,10,10,1,4,4,4,4,0,1,0,1,0,0.0,0.0,1.0,0.0
64.4253,0.07527073240239386,1.83,1.59,-0.3590853994490358,1,1,4,10,6,1,4,4,4,4,0,0,0,1,0,0.0,0.0,1.0,0.0
49.0011,0.95,1.1,0.77,-0.3590853994490358,1,1,3,10,10,1,3,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
63.0715,0.1,0.25,-0.39,-2.04,1,3,3,6,2,1,3,3,3,2,0,0,0,0,0,0.0,0.0,1.0,0.0
53.2286,0.51,-1.63,-2.36,-0.59,1,2,4,6,2,2,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
63.4118,1.34,0.06604246807201108,0.65,-0.5,1,1,2,8,4,1,3,3,1,4,0,0,0,0,1,0.0,0.0,1.0,0.0
56.2204,0.1,0.25,0.21,0.9,3,2,4,6,6,1,4,4,3,4,0,1,0,0,0,0.0,0.0,1.0,0.0
62.6423,-0.17,-0.05,-0.04,-0.62,1,1,4,6,8,1,4,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
54.7291,-0.17,0.25,0.21,-0.21,1,1,5,8,8,1,1,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
63.0715,0.1,0.25,0.77,1.52,1,1,2,8,8,1,3,4,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
50.241,0.1,0.25,-0.06,-0.83,2,1,2,6,6,1,3,3,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
65.2455,1.62,-0.16,-1.71,-0.3590853994490358,1,1,1,10,10,1,4,4,3,3,0,0,0,0,0,0.0,0.0,1.0,0.0
53.1717,-0.17,1.12,1.04,0.17,2,1,4,6,10,1,1,4,3,3,0,1,0,0,0,0.0,0.0,1.0,0.0
38.1204,0.07527073240239386,-1.02,-0.39,-0.3590853994490358,2,3,2,6,8,3,1,3,4,4,0,1,0,1,0,0.0,0.0,1.0,0.0
52.6997,0.07527073240239386,0.06604246807201108,-0.95,-0.75,3,1,2,6,6,1,3,4,3,3,0,1,0,1,1,0.0,0.0,1.0,0.0
46.5123,1.62,-0.78,1.59,-0.44,3,2,2,6,10,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,1.0
36.2952,-0.29,1.83,-0.64,-0.99,4,1,2,6,4,2,3,2,2,2,0,1,0,0,0,0.0,0.0,1.0,1.0
50.4508,0.07527073240239386,1.1,0.21,-3.31,1,1,3,8,8,1,4,4,4,3,0,1,0,1,0,0.0,0.0,1.0,0.0
59.7239,1.62,-0.18,0.42,0.8,1,1,4,6,8,1,3,4,3,3,0,1,0,0,0,0.0,0.0,2.0,0.0
40.2338,-1.05,0.06604246807201108,-0.62,-0.52,2,2,3,8,2,2,2,4,3,3,1,1,0,0,1,0.0,0.0,1.0,0.0
63.5447,1.23,1.41,1.59,-0.66,1,1,4,10,8,1,4,4,4,4,0,1,0,0,0,0.0,0.0,1.0,0.0
40.3963,0.07527073240239386,0.06604246807201108,-0.04,0.09,3,2,2,4,4,2,2,3,2,2,0,1,0,1,1,0.0,0.0,1.0,1.0
